login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,site_admin,name,company,blog,location,email,hireable,bio,public_repos,public_gists,followers,following,created_at,updated_at
american-art,15222128,MDEyOk9yZ2FuaXphdGlvbjE1MjIyMTI4,https://avatars1.githubusercontent.com/u/15222128?v=4,,https://api.github.com/users/american-art,https://github.com/american-art,https://api.github.com/users/american-art/followers,https://api.github.com/users/american-art/following{/other_user},https://api.github.com/users/american-art/gists{/gist_id},https://api.github.com/users/american-art/starred{/owner}{/repo},https://api.github.com/users/american-art/subscriptions,https://api.github.com/users/american-art/orgs,https://api.github.com/users/american-art/repos,https://api.github.com/users/american-art/events{/privacy},https://api.github.com/users/american-art/received_events,Organization,false,,,,,,,,25,0,0,0,2015-10-20T22:53:08Z,2016-12-18T01:42:15Z
amnh,4788419,MDEyOk9yZ2FuaXphdGlvbjQ3ODg0MTk=,https://avatars2.githubusercontent.com/u/4788419?v=4,,https://api.github.com/users/amnh,https://github.com/amnh,https://api.github.com/users/amnh/followers,https://api.github.com/users/amnh/following{/other_user},https://api.github.com/users/amnh/gists{/gist_id},https://api.github.com/users/amnh/starred{/owner}{/repo},https://api.github.com/users/amnh/subscriptions,https://api.github.com/users/amnh/orgs,https://api.github.com/users/amnh/repos,https://api.github.com/users/amnh/events{/privacy},https://api.github.com/users/amnh/received_events,Organization,false,American Museum of Natural History,,http://www.amnh.org,,,,,20,0,0,0,2013-06-23T16:12:14Z,2018-08-02T18:07:09Z
ACMTX,16782716,MDEyOk9yZ2FuaXphdGlvbjE2NzgyNzE2,https://avatars3.githubusercontent.com/u/16782716?v=4,,https://api.github.com/users/ACMTX,https://github.com/ACMTX,https://api.github.com/users/ACMTX/followers,https://api.github.com/users/ACMTX/following{/other_user},https://api.github.com/users/ACMTX/gists{/gist_id},https://api.github.com/users/ACMTX/starred{/owner}{/repo},https://api.github.com/users/ACMTX/subscriptions,https://api.github.com/users/ACMTX/orgs,https://api.github.com/users/ACMTX/repos,https://api.github.com/users/ACMTX/events{/privacy},https://api.github.com/users/ACMTX/received_events,Organization,false,Amon Carter Museum of American Art,,http://www.cartermuseum.org,"Fort Worth, TX",carter.digitalcollections@gmail.com,,,1,0,0,0,2016-01-19T17:40:25Z,2016-01-19T17:44:32Z
thewarholmuseum,6371597,MDEyOk9yZ2FuaXphdGlvbjYzNzE1OTc=,https://avatars3.githubusercontent.com/u/6371597?v=4,,https://api.github.com/users/thewarholmuseum,https://github.com/thewarholmuseum,https://api.github.com/users/thewarholmuseum/followers,https://api.github.com/users/thewarholmuseum/following{/other_user},https://api.github.com/users/thewarholmuseum/gists{/gist_id},https://api.github.com/users/thewarholmuseum/starred{/owner}{/repo},https://api.github.com/users/thewarholmuseum/subscriptions,https://api.github.com/users/thewarholmuseum/orgs,https://api.github.com/users/thewarholmuseum/repos,https://api.github.com/users/thewarholmuseum/events{/privacy},https://api.github.com/users/thewarholmuseum/received_events,Organization,false,The Andy Warhol Museum,,http://www.warhol.org/,"Pittsburgh, PA",awm-webmaster@warhol.org,,More than a museum.,5,0,0,0,2014-01-10T18:56:01Z,2018-09-24T15:42:26Z
art-institute-of-chicago,20950489,MDEyOk9yZ2FuaXphdGlvbjIwOTUwNDg5,https://avatars1.githubusercontent.com/u/20950489?v=4,,https://api.github.com/users/art-institute-of-chicago,https://github.com/art-institute-of-chicago,https://api.github.com/users/art-institute-of-chicago/followers,https://api.github.com/users/art-institute-of-chicago/following{/other_user},https://api.github.com/users/art-institute-of-chicago/gists{/gist_id},https://api.github.com/users/art-institute-of-chicago/starred{/owner}{/repo},https://api.github.com/users/art-institute-of-chicago/subscriptions,https://api.github.com/users/art-institute-of-chicago/orgs,https://api.github.com/users/art-institute-of-chicago/repos,https://api.github.com/users/art-institute-of-chicago/events{/privacy},https://api.github.com/users/art-institute-of-chicago/received_events,Organization,false,Art Institute of Chicago,,artic.edu,Chicago,museumtechnology@artic.edu,,The Art Institute of Chicago Digital Experience Team,26,0,0,0,2016-08-10T13:49:07Z,2018-08-08T19:49:23Z
autrymuseum,15370465,MDEyOk9yZ2FuaXphdGlvbjE1MzcwNDY1,https://avatars1.githubusercontent.com/u/15370465?v=4,,https://api.github.com/users/autrymuseum,https://github.com/autrymuseum,https://api.github.com/users/autrymuseum/followers,https://api.github.com/users/autrymuseum/following{/other_user},https://api.github.com/users/autrymuseum/gists{/gist_id},https://api.github.com/users/autrymuseum/starred{/owner}{/repo},https://api.github.com/users/autrymuseum/subscriptions,https://api.github.com/users/autrymuseum/orgs,https://api.github.com/users/autrymuseum/repos,https://api.github.com/users/autrymuseum/events{/privacy},https://api.github.com/users/autrymuseum/received_events,Organization,false,Autry Museum of the American West,,https://theautry.org/,"4700 Western Heritage Way, Los Angeles, CA 90027",,,,0,0,0,0,2015-10-28T22:28:51Z,2018-08-08T04:20:02Z
balboaparkcollab,15875298,MDEyOk9yZ2FuaXphdGlvbjE1ODc1Mjk4,https://avatars0.githubusercontent.com/u/15875298?v=4,,https://api.github.com/users/balboaparkcollab,https://github.com/balboaparkcollab,https://api.github.com/users/balboaparkcollab/followers,https://api.github.com/users/balboaparkcollab/following{/other_user},https://api.github.com/users/balboaparkcollab/gists{/gist_id},https://api.github.com/users/balboaparkcollab/starred{/owner}{/repo},https://api.github.com/users/balboaparkcollab/subscriptions,https://api.github.com/users/balboaparkcollab/orgs,https://api.github.com/users/balboaparkcollab/repos,https://api.github.com/users/balboaparkcollab/events{/privacy},https://api.github.com/users/balboaparkcollab/received_events,Organization,false,Balboa Park Online Collaborative,,http://bpoc.org/,"San Diego, CA",,,,0,0,0,0,2015-11-16T17:14:34Z,2015-11-16T17:17:24Z
blamcollective,15281852,MDEyOk9yZ2FuaXphdGlvbjE1MjgxODUy,https://avatars2.githubusercontent.com/u/15281852?v=4,,https://api.github.com/users/blamcollective,https://github.com/blamcollective,https://api.github.com/users/blamcollective/followers,https://api.github.com/users/blamcollective/following{/other_user},https://api.github.com/users/blamcollective/gists{/gist_id},https://api.github.com/users/blamcollective/starred{/owner}{/repo},https://api.github.com/users/blamcollective/subscriptions,https://api.github.com/users/blamcollective/orgs,https://api.github.com/users/blamcollective/repos,https://api.github.com/users/blamcollective/events{/privacy},https://api.github.com/users/blamcollective/received_events,Organization,false,bLAMcollective,,http://blamcollective.wordpress.com,"Baltimore, MD",baltimorelam@gmail.com,,"Baltimore Libraries, Archives, and Museums. Here to share. ",3,0,0,0,2015-10-24T18:45:02Z,2015-10-28T01:56:42Z
BNHM,11813098,MDEyOk9yZ2FuaXphdGlvbjExODEzMDk4,https://avatars2.githubusercontent.com/u/11813098?v=4,,https://api.github.com/users/BNHM,https://github.com/BNHM,https://api.github.com/users/BNHM/followers,https://api.github.com/users/BNHM/following{/other_user},https://api.github.com/users/BNHM/gists{/gist_id},https://api.github.com/users/BNHM/starred{/owner}{/repo},https://api.github.com/users/BNHM/subscriptions,https://api.github.com/users/BNHM/orgs,https://api.github.com/users/BNHM/repos,https://api.github.com/users/BNHM/events{/privacy},https://api.github.com/users/BNHM/received_events,Organization,false,Berkeley Natural History Museum Consortium,,http://bnhm.berkeley.edu/,"University of California, Berkeley",bnhm@berkeley.edu,,"UC Berkeley's biocollections spanning anthropology, botany, entomology, paleontology, and terrestrial vertebrates.",8,0,0,0,2015-04-06T04:40:14Z,2018-09-07T15:05:48Z
artsbma,33205887,MDEyOk9yZ2FuaXphdGlvbjMzMjA1ODg3,https://avatars2.githubusercontent.com/u/33205887?v=4,,https://api.github.com/users/artsbma,https://github.com/artsbma,https://api.github.com/users/artsbma/followers,https://api.github.com/users/artsbma/following{/other_user},https://api.github.com/users/artsbma/gists{/gist_id},https://api.github.com/users/artsbma/starred{/owner}{/repo},https://api.github.com/users/artsbma/subscriptions,https://api.github.com/users/artsbma/orgs,https://api.github.com/users/artsbma/repos,https://api.github.com/users/artsbma/events{/privacy},https://api.github.com/users/artsbma/received_events,Organization,false,Birmingham Museum of Art,,,,,,,1,0,0,0,2017-10-29T20:48:24Z,2017-10-29T21:05:02Z
blanton-museum,35709325,MDQ6VXNlcjM1NzA5MzI1,https://avatars2.githubusercontent.com/u/35709325?v=4,,https://api.github.com/users/blanton-museum,https://github.com/blanton-museum,https://api.github.com/users/blanton-museum/followers,https://api.github.com/users/blanton-museum/following{/other_user},https://api.github.com/users/blanton-museum/gists{/gist_id},https://api.github.com/users/blanton-museum/starred{/owner}{/repo},https://api.github.com/users/blanton-museum/subscriptions,https://api.github.com/users/blanton-museum/orgs,https://api.github.com/users/blanton-museum/repos,https://api.github.com/users/blanton-museum/events{/privacy},https://api.github.com/users/blanton-museum/received_events,User,false,Blanton Museum of Art,,https://blantonmuseum.org,"Austin, TX",,,,0,0,0,1,2018-01-22T22:31:13Z,2018-08-29T14:46:05Z
brooklynmuseum,432971,MDEyOk9yZ2FuaXphdGlvbjQzMjk3MQ==,https://avatars2.githubusercontent.com/u/432971?v=4,,https://api.github.com/users/brooklynmuseum,https://github.com/brooklynmuseum,https://api.github.com/users/brooklynmuseum/followers,https://api.github.com/users/brooklynmuseum/following{/other_user},https://api.github.com/users/brooklynmuseum/gists{/gist_id},https://api.github.com/users/brooklynmuseum/starred{/owner}{/repo},https://api.github.com/users/brooklynmuseum/subscriptions,https://api.github.com/users/brooklynmuseum/orgs,https://api.github.com/users/brooklynmuseum/repos,https://api.github.com/users/brooklynmuseum/events{/privacy},https://api.github.com/users/brooklynmuseum/received_events,Organization,false,Brooklyn Museum,,http://www.brooklynmuseum.org/,"Brooklyn, NY",,,Brooklyn Museum Technology Team,7,0,0,0,2010-10-08T22:28:22Z,2018-09-25T14:59:20Z
bsns-feedback,28876718,MDEyOk9yZ2FuaXphdGlvbjI4ODc2NzE4,https://avatars2.githubusercontent.com/u/28876718?v=4,,https://api.github.com/users/bsns-feedback,https://github.com/bsns-feedback,https://api.github.com/users/bsns-feedback/followers,https://api.github.com/users/bsns-feedback/following{/other_user},https://api.github.com/users/bsns-feedback/gists{/gist_id},https://api.github.com/users/bsns-feedback/starred{/owner}{/repo},https://api.github.com/users/bsns-feedback/subscriptions,https://api.github.com/users/bsns-feedback/orgs,https://api.github.com/users/bsns-feedback/repos,https://api.github.com/users/bsns-feedback/events{/privacy},https://api.github.com/users/bsns-feedback/received_events,Organization,false,Buffalo Museum of Science,,http://www.sciencebuff.org/site/,"Buffalo, NY",plangle@sciencebuff.org,,,3,0,0,0,2017-05-22T21:02:52Z,2017-07-18T13:31:36Z
cmoa,2388916,MDEyOk9yZ2FuaXphdGlvbjIzODg5MTY=,https://avatars2.githubusercontent.com/u/2388916?v=4,,https://api.github.com/users/cmoa,https://github.com/cmoa,https://api.github.com/users/cmoa/followers,https://api.github.com/users/cmoa/following{/other_user},https://api.github.com/users/cmoa/gists{/gist_id},https://api.github.com/users/cmoa/starred{/owner}{/repo},https://api.github.com/users/cmoa/subscriptions,https://api.github.com/users/cmoa/orgs,https://api.github.com/users/cmoa/repos,https://api.github.com/users/cmoa/events{/privacy},https://api.github.com/users/cmoa/received_events,Organization,false,Carnegie Museum of Art,,http://cmoa.org,"Pittsburgh, PA",,,,11,0,0,0,2012-09-20T21:05:23Z,2018-08-01T01:37:19Z
cmnh,6370718,MDEyOk9yZ2FuaXphdGlvbjYzNzA3MTg=,https://avatars0.githubusercontent.com/u/6370718?v=4,,https://api.github.com/users/cmnh,https://github.com/cmnh,https://api.github.com/users/cmnh/followers,https://api.github.com/users/cmnh/following{/other_user},https://api.github.com/users/cmnh/gists{/gist_id},https://api.github.com/users/cmnh/starred{/owner}{/repo},https://api.github.com/users/cmnh/subscriptions,https://api.github.com/users/cmnh/orgs,https://api.github.com/users/cmnh/repos,https://api.github.com/users/cmnh/events{/privacy},https://api.github.com/users/cmnh/received_events,Organization,false,Carnegie Museum of Natural History,,http://carnegiemnh.org/,"Pittsburgh, PA",,,,2,0,0,0,2014-01-10T16:49:26Z,2018-09-24T15:42:26Z
cmhouston,8228459,MDEyOk9yZ2FuaXphdGlvbjgyMjg0NTk=,https://avatars1.githubusercontent.com/u/8228459?v=4,,https://api.github.com/users/cmhouston,https://github.com/cmhouston,https://api.github.com/users/cmhouston/followers,https://api.github.com/users/cmhouston/following{/other_user},https://api.github.com/users/cmhouston/gists{/gist_id},https://api.github.com/users/cmhouston/starred{/owner}{/repo},https://api.github.com/users/cmhouston/subscriptions,https://api.github.com/users/cmhouston/orgs,https://api.github.com/users/cmhouston/repos,https://api.github.com/users/cmhouston/events{/privacy},https://api.github.com/users/cmhouston/received_events,Organization,false,Children's Museum of Houston,,http://www.cmhouston.org/,Houston,,,,3,0,0,0,2014-07-21T20:49:12Z,2015-01-07T12:07:26Z
pittsburghkids,10884567,MDEyOk9yZ2FuaXphdGlvbjEwODg0NTY3,https://avatars3.githubusercontent.com/u/10884567?v=4,,https://api.github.com/users/pittsburghkids,https://github.com/pittsburghkids,https://api.github.com/users/pittsburghkids/followers,https://api.github.com/users/pittsburghkids/following{/other_user},https://api.github.com/users/pittsburghkids/gists{/gist_id},https://api.github.com/users/pittsburghkids/starred{/owner}{/repo},https://api.github.com/users/pittsburghkids/subscriptions,https://api.github.com/users/pittsburghkids/orgs,https://api.github.com/users/pittsburghkids/repos,https://api.github.com/users/pittsburghkids/events{/privacy},https://api.github.com/users/pittsburghkids/received_events,Organization,false,Children's Museum of Pittsburgh,,https://pittsburghkids.org,"Pittsburgh, PA",,,,8,0,0,0,2015-02-06T15:33:44Z,2018-09-19T15:12:53Z
camla,7476506,MDEyOk9yZ2FuaXphdGlvbjc0NzY1MDY=,https://avatars3.githubusercontent.com/u/7476506?v=4,,https://api.github.com/users/camla,https://github.com/camla,https://api.github.com/users/camla/followers,https://api.github.com/users/camla/following{/other_user},https://api.github.com/users/camla/gists{/gist_id},https://api.github.com/users/camla/starred{/owner}{/repo},https://api.github.com/users/camla/subscriptions,https://api.github.com/users/camla/orgs,https://api.github.com/users/camla/repos,https://api.github.com/users/camla/events{/privacy},https://api.github.com/users/camla/received_events,Organization,false,Chinese American Museum,,http://camla.org/,"Los Angeles, CA",,,,3,0,0,0,2014-05-03T21:19:13Z,2014-05-05T03:47:01Z
ClevelandMuseumArt,29804016,MDEyOk9yZ2FuaXphdGlvbjI5ODA0MDE2,https://avatars1.githubusercontent.com/u/29804016?v=4,,https://api.github.com/users/ClevelandMuseumArt,https://github.com/ClevelandMuseumArt,https://api.github.com/users/ClevelandMuseumArt/followers,https://api.github.com/users/ClevelandMuseumArt/following{/other_user},https://api.github.com/users/ClevelandMuseumArt/gists{/gist_id},https://api.github.com/users/ClevelandMuseumArt/starred{/owner}{/repo},https://api.github.com/users/ClevelandMuseumArt/subscriptions,https://api.github.com/users/ClevelandMuseumArt/orgs,https://api.github.com/users/ClevelandMuseumArt/repos,https://api.github.com/users/ClevelandMuseumArt/events{/privacy},https://api.github.com/users/ClevelandMuseumArt/received_events,Organization,false,Cleveland Museum of Art,,http://www.clevelandart.org,"Cleveland, OH",,,Github repositories for the Cleveland Museum of Art,7,0,0,0,2017-06-30T19:07:38Z,2018-09-07T15:15:50Z
stillmuseum,7482623,MDEyOk9yZ2FuaXphdGlvbjc0ODI2MjM=,https://avatars2.githubusercontent.com/u/7482623?v=4,,https://api.github.com/users/stillmuseum,https://github.com/stillmuseum,https://api.github.com/users/stillmuseum/followers,https://api.github.com/users/stillmuseum/following{/other_user},https://api.github.com/users/stillmuseum/gists{/gist_id},https://api.github.com/users/stillmuseum/starred{/owner}{/repo},https://api.github.com/users/stillmuseum/subscriptions,https://api.github.com/users/stillmuseum/orgs,https://api.github.com/users/stillmuseum/repos,https://api.github.com/users/stillmuseum/events{/privacy},https://api.github.com/users/stillmuseum/received_events,Organization,false,Clyfford Still Museum,,http://www.clyffordstillmuseum.org/,"Denver, CO",info@clyffordstillmuseum.org,,,0,0,0,0,2014-05-04T20:23:25Z,2018-09-25T15:09:06Z
ColbyMuseum,12957330,MDEyOk9yZ2FuaXphdGlvbjEyOTU3MzMw,https://avatars1.githubusercontent.com/u/12957330?v=4,,https://api.github.com/users/ColbyMuseum,https://github.com/ColbyMuseum,https://api.github.com/users/ColbyMuseum/followers,https://api.github.com/users/ColbyMuseum/following{/other_user},https://api.github.com/users/ColbyMuseum/gists{/gist_id},https://api.github.com/users/ColbyMuseum/starred{/owner}{/repo},https://api.github.com/users/ColbyMuseum/subscriptions,https://api.github.com/users/ColbyMuseum/orgs,https://api.github.com/users/ColbyMuseum/repos,https://api.github.com/users/ColbyMuseum/events{/privacy},https://api.github.com/users/ColbyMuseum/received_events,Organization,false,Colby College Museum of Art,,http://colby.edu/museum,"Waterville, ME",,,"Tools, templates, and collections data dumps from the Colby College Museum of Art ",14,0,0,0,2015-06-18T19:45:02Z,2018-03-27T15:13:49Z
cpmab,16201983,MDEyOk9yZ2FuaXphdGlvbjE2MjAxOTgz,https://avatars1.githubusercontent.com/u/16201983?v=4,,https://api.github.com/users/cpmab,https://github.com/cpmab,https://api.github.com/users/cpmab/followers,https://api.github.com/users/cpmab/following{/other_user},https://api.github.com/users/cpmab/gists{/gist_id},https://api.github.com/users/cpmab/starred{/owner}{/repo},https://api.github.com/users/cpmab/subscriptions,https://api.github.com/users/cpmab/orgs,https://api.github.com/users/cpmab/repos,https://api.github.com/users/cpmab/events{/privacy},https://api.github.com/users/cpmab/received_events,Organization,false,Colorado Plateau Museum of Arthropod Biodiversity,,http://cpbc.bio.nau.edu/pollinator-wp/pollinator/,"Flagstaff, AZ",,,,1,0,0,0,2015-12-08T05:09:13Z,2017-12-11T20:56:26Z
cooperhewitt,367993,MDEyOk9yZ2FuaXphdGlvbjM2Nzk5Mw==,https://avatars0.githubusercontent.com/u/367993?v=4,,https://api.github.com/users/cooperhewitt,https://github.com/cooperhewitt,https://api.github.com/users/cooperhewitt/followers,https://api.github.com/users/cooperhewitt/following{/other_user},https://api.github.com/users/cooperhewitt/gists{/gist_id},https://api.github.com/users/cooperhewitt/starred{/owner}{/repo},https://api.github.com/users/cooperhewitt/subscriptions,https://api.github.com/users/cooperhewitt/orgs,https://api.github.com/users/cooperhewitt/repos,https://api.github.com/users/cooperhewitt/events{/privacy},https://api.github.com/users/cooperhewitt/received_events,Organization,false,"Cooper Hewitt, Smithsonian Design Museum",,http://www.cooperhewitt.org,"New York, NY",,,,99,0,0,0,2010-08-18T03:58:10Z,2018-07-26T20:48:00Z
CurrentMuseum,22802909,MDEyOk9yZ2FuaXphdGlvbjIyODAyOTA5,https://avatars1.githubusercontent.com/u/22802909?v=4,,https://api.github.com/users/CurrentMuseum,https://github.com/CurrentMuseum,https://api.github.com/users/CurrentMuseum/followers,https://api.github.com/users/CurrentMuseum/following{/other_user},https://api.github.com/users/CurrentMuseum/gists{/gist_id},https://api.github.com/users/CurrentMuseum/starred{/owner}{/repo},https://api.github.com/users/CurrentMuseum/subscriptions,https://api.github.com/users/CurrentMuseum/orgs,https://api.github.com/users/CurrentMuseum/repos,https://api.github.com/users/CurrentMuseum/events{/privacy},https://api.github.com/users/CurrentMuseum/received_events,Organization,false,The Current Museum of Art,,http://current.mu,"New York, NY",hi@current.mu,,,2,0,0,0,2016-10-12T22:42:00Z,2017-11-09T18:14:37Z
DenverArtMuseum,9824233,MDEyOk9yZ2FuaXphdGlvbjk4MjQyMzM=,https://avatars1.githubusercontent.com/u/9824233?v=4,,https://api.github.com/users/DenverArtMuseum,https://github.com/DenverArtMuseum,https://api.github.com/users/DenverArtMuseum/followers,https://api.github.com/users/DenverArtMuseum/following{/other_user},https://api.github.com/users/DenverArtMuseum/gists{/gist_id},https://api.github.com/users/DenverArtMuseum/starred{/owner}{/repo},https://api.github.com/users/DenverArtMuseum/subscriptions,https://api.github.com/users/DenverArtMuseum/orgs,https://api.github.com/users/DenverArtMuseum/repos,https://api.github.com/users/DenverArtMuseum/events{/privacy},https://api.github.com/users/DenverArtMuseum/received_events,Organization,false,Denver Art Museum,,http://denverartmuseum.org,"Denver, CO",,,,5,0,0,0,2014-11-18T15:14:48Z,2016-04-20T03:10:52Z
DenverBotanicGardens,13558482,MDEyOk9yZ2FuaXphdGlvbjEzNTU4NDgy,https://avatars2.githubusercontent.com/u/13558482?v=4,,https://api.github.com/users/DenverBotanicGardens,https://github.com/DenverBotanicGardens,https://api.github.com/users/DenverBotanicGardens/followers,https://api.github.com/users/DenverBotanicGardens/following{/other_user},https://api.github.com/users/DenverBotanicGardens/gists{/gist_id},https://api.github.com/users/DenverBotanicGardens/starred{/owner}{/repo},https://api.github.com/users/DenverBotanicGardens/subscriptions,https://api.github.com/users/DenverBotanicGardens/orgs,https://api.github.com/users/DenverBotanicGardens/repos,https://api.github.com/users/DenverBotanicGardens/events{/privacy},https://api.github.com/users/DenverBotanicGardens/received_events,Organization,false,Denver Botanic Gardens,,http://www.botanicgardens.org/science/plant-fungi,"Denver, Colorado",,,,12,0,0,0,2015-07-29T16:17:16Z,2015-07-29T20:36:12Z
digitalgamemuseum,5981133,MDEyOk9yZ2FuaXphdGlvbjU5ODExMzM=,https://avatars3.githubusercontent.com/u/5981133?v=4,,https://api.github.com/users/digitalgamemuseum,https://github.com/digitalgamemuseum,https://api.github.com/users/digitalgamemuseum/followers,https://api.github.com/users/digitalgamemuseum/following{/other_user},https://api.github.com/users/digitalgamemuseum/gists{/gist_id},https://api.github.com/users/digitalgamemuseum/starred{/owner}{/repo},https://api.github.com/users/digitalgamemuseum/subscriptions,https://api.github.com/users/digitalgamemuseum/orgs,https://api.github.com/users/digitalgamemuseum/repos,https://api.github.com/users/digitalgamemuseum/events{/privacy},https://api.github.com/users/digitalgamemuseum/received_events,Organization,false,Digital Game Museum,,http://www.digitalgamemuseum.org,"Santa Clara, CA",dgm@digitalgamemuseum.org,,,2,0,0,0,2013-11-19T14:47:01Z,2016-02-27T12:24:11Z
IUAM,17416969,MDEyOk9yZ2FuaXphdGlvbjE3NDE2OTY5,https://avatars1.githubusercontent.com/u/17416969?v=4,,https://api.github.com/users/IUAM,https://github.com/IUAM,https://api.github.com/users/IUAM/followers,https://api.github.com/users/IUAM/following{/other_user},https://api.github.com/users/IUAM/gists{/gist_id},https://api.github.com/users/IUAM/starred{/owner}{/repo},https://api.github.com/users/IUAM/subscriptions,https://api.github.com/users/IUAM/orgs,https://api.github.com/users/IUAM/repos,https://api.github.com/users/IUAM/events{/privacy},https://api.github.com/users/IUAM/received_events,Organization,false,Eskenazi Museum of Art,,https://artmuseum.indiana.edu/,"Bloomington, IN",ivmoskvin@gmail.com,,An organizational account to manage open-source projects and dependencies for developers at the EMA.,4,0,0,0,2016-02-22T21:26:57Z,2018-09-01T19:53:52Z
Exploratorium,2105912,MDEyOk9yZ2FuaXphdGlvbjIxMDU5MTI=,https://avatars2.githubusercontent.com/u/2105912?v=4,,https://api.github.com/users/Exploratorium,https://github.com/Exploratorium,https://api.github.com/users/Exploratorium/followers,https://api.github.com/users/Exploratorium/following{/other_user},https://api.github.com/users/Exploratorium/gists{/gist_id},https://api.github.com/users/Exploratorium/starred{/owner}{/repo},https://api.github.com/users/Exploratorium/subscriptions,https://api.github.com/users/Exploratorium/orgs,https://api.github.com/users/Exploratorium/repos,https://api.github.com/users/Exploratorium/events{/privacy},https://api.github.com/users/Exploratorium/received_events,Organization,false,Exploratorium,,http://www.exploratorium.edu,"San Francisco, CA",gbutterfield@exploratorium.edu,,,0,0,0,0,2012-08-06T21:05:24Z,2018-07-31T18:00:46Z
fieldmuseum,604250,MDEyOk9yZ2FuaXphdGlvbjYwNDI1MA==,https://avatars0.githubusercontent.com/u/604250?v=4,,https://api.github.com/users/fieldmuseum,https://github.com/fieldmuseum,https://api.github.com/users/fieldmuseum/followers,https://api.github.com/users/fieldmuseum/following{/other_user},https://api.github.com/users/fieldmuseum/gists{/gist_id},https://api.github.com/users/fieldmuseum/starred{/owner}{/repo},https://api.github.com/users/fieldmuseum/subscriptions,https://api.github.com/users/fieldmuseum/orgs,https://api.github.com/users/fieldmuseum/repos,https://api.github.com/users/fieldmuseum/events{/privacy},https://api.github.com/users/fieldmuseum/received_events,Organization,false,Field Museum,,http://fieldmuseum.org,"Chicago, IL",,,,4,0,0,0,2011-02-07T07:23:50Z,2018-07-31T02:04:29Z
FWMSH,24575170,MDEyOk9yZ2FuaXphdGlvbjI0NTc1MTcw,https://avatars0.githubusercontent.com/u/24575170?v=4,,https://api.github.com/users/FWMSH,https://github.com/FWMSH,https://api.github.com/users/FWMSH/followers,https://api.github.com/users/FWMSH/following{/other_user},https://api.github.com/users/FWMSH/gists{/gist_id},https://api.github.com/users/FWMSH/starred{/owner}{/repo},https://api.github.com/users/FWMSH/subscriptions,https://api.github.com/users/FWMSH/orgs,https://api.github.com/users/FWMSH/repos,https://api.github.com/users/FWMSH/events{/privacy},https://api.github.com/users/FWMSH/received_events,Organization,false,Fort Worth Museum of Science and History,,http://fwmsh.org,"Fort Worth, Texas",,,,6,0,0,0,2016-12-14T20:40:59Z,2016-12-15T18:06:07Z
FreerSackler,9743689,MDEyOk9yZ2FuaXphdGlvbjk3NDM2ODk=,https://avatars2.githubusercontent.com/u/9743689?v=4,,https://api.github.com/users/FreerSackler,https://github.com/FreerSackler,https://api.github.com/users/FreerSackler/followers,https://api.github.com/users/FreerSackler/following{/other_user},https://api.github.com/users/FreerSackler/gists{/gist_id},https://api.github.com/users/FreerSackler/starred{/owner}{/repo},https://api.github.com/users/FreerSackler/subscriptions,https://api.github.com/users/FreerSackler/orgs,https://api.github.com/users/FreerSackler/repos,https://api.github.com/users/FreerSackler/events{/privacy},https://api.github.com/users/FreerSackler/received_events,Organization,false,Freer Gallery of Art and Arthur M. Sackler Gallery,,http://asia.si.edu,"Washington, DC",,,The Smithsonian Institution's national museums of Asian art,3,0,0,0,2014-11-14T12:07:39Z,2018-08-07T03:22:11Z
gettypubs,9057998,MDEyOk9yZ2FuaXphdGlvbjkwNTc5OTg=,https://avatars2.githubusercontent.com/u/9057998?v=4,,https://api.github.com/users/gettypubs,https://github.com/gettypubs,https://api.github.com/users/gettypubs/followers,https://api.github.com/users/gettypubs/following{/other_user},https://api.github.com/users/gettypubs/gists{/gist_id},https://api.github.com/users/gettypubs/starred{/owner}{/repo},https://api.github.com/users/gettypubs/subscriptions,https://api.github.com/users/gettypubs/orgs,https://api.github.com/users/gettypubs/repos,https://api.github.com/users/gettypubs/events{/privacy},https://api.github.com/users/gettypubs/received_events,Organization,false,Getty Publications,,http://www.getty.edu/publications,Los Angeles,,,,15,0,0,0,2014-10-07T19:55:56Z,2018-08-06T21:21:10Z
HammerMuseum,12467613,MDEyOk9yZ2FuaXphdGlvbjEyNDY3NjEz,https://avatars0.githubusercontent.com/u/12467613?v=4,,https://api.github.com/users/HammerMuseum,https://github.com/HammerMuseum,https://api.github.com/users/HammerMuseum/followers,https://api.github.com/users/HammerMuseum/following{/other_user},https://api.github.com/users/HammerMuseum/gists{/gist_id},https://api.github.com/users/HammerMuseum/starred{/owner}{/repo},https://api.github.com/users/HammerMuseum/subscriptions,https://api.github.com/users/HammerMuseum/orgs,https://api.github.com/users/HammerMuseum/repos,https://api.github.com/users/HammerMuseum/events{/privacy},https://api.github.com/users/HammerMuseum/received_events,Organization,false,Hammer Museum,,http://hammer.ucla.edu,"Los Angeles, CA, USA",,,,0,0,0,0,2015-05-16T00:43:23Z,2015-07-06T20:03:19Z
